order_id,customer_id,return_reason,return_status
19557,1098,Found a Better Price,Delivered
19563,1368,Defective,Delivered
19564,1903,Size/Fit Issues,Delivered
19570,1415,Not as Expected,Delivered
19588,304,Found a Better Price,Not Accepted
19593,1271,Found a Better Price,Received
19622,1809,Defective,Not Accepted
19632,689,Quality Issues,Delivered
19641,723,Found a Better Price,Delivered
19657,1775,Damaged,Delivered
19670,929,Not as Expected,Delivered
19689,1490,Found a Better Price,Not Accepted
19692,1055,Wrong Item,Not Accepted
19713,1090,Duplicate Order,Not Accepted
19716,683,Too Expensive,Delivered
19723,180,Wrong Item,Delivered
19724,1385,Too Expensive,Not Accepted
19736,355,Too Expensive,Delivered
19749,1125,Found a Better Price,Not Accepted
19778,1226,Not as Expected,Delivered
19779,471,Damaged,Received
19782,1511,Wrong Item,Not Accepted
19784,727,Defective,Not Accepted
19802,1487,Duplicate Order,Not Accepted
19812,106,Size/Fit Issues,Delivered
19816,1746,Wrong Item,Registered
19823,1327,Wrong Item,Delivered
19828,226,Damaged,Delivered
19851,1478,Too Expensive,Not Accepted
19861,1227,Size/Fit Issues,Delivered
19879,316,Changed Mind,Not Accepted
19885,174,Size/Fit Issues,Not Accepted
19916,426,Size/Fit Issues,Delivered
19928,720,Damaged,Delivered
19931,1492,Size/Fit Issues,Not Accepted
19938,226,Damaged,Not Accepted
19940,380,Damaged,Not Accepted
19956,472,Defective,Not Accepted
19958,1498,Wrong Item,Delivered
19976,1448,Found a Better Price,Delivered
20018,1440,Wrong Item,Not Accepted
20040,931,Too Expensive,Delivered
20041,320,Not as Expected,Delivered
20055,759,Size/Fit Issues,Delivered
20079,1159,Size/Fit Issues,Delivered
20082,444,Damaged,Received
20086,1901,Found a Better Price,Not Accepted
20092,316,Found a Better Price,Not Accepted
20094,204,Wrong Item,Not Accepted
20096,1748,Duplicate Order,Delivered
20117,606,Defective,Delivered
20126,1356,Found a Better Price,Delivered
20131,939,Wrong Item,Delivered
20177,248,Quality Issues,Delivered
20187,1496,Found a Better Price,Not Accepted
20208,1352,Found a Better Price,Delivered
20210,1606,Too Expensive,Registered
20213,2002,Not as Expected,Delivered
20215,1357,Not as Expected,Delivered
20227,753,Damaged,Delivered
20231,670,Found a Better Price,Not Accepted
20271,735,Duplicate Order,Not Accepted
20281,1891,Not as Expected,Not Accepted
20282,1822,Not as Expected,Delivered
20283,819,Duplicate Order,Not Accepted
20294,1905,Quality Issues,Not Accepted
20297,1530,Changed Mind,Not Accepted
20317,989,Wrong Item,Delivered
20343,1067,Found a Better Price,Delivered
20355,108,Duplicate Order,Not Accepted
20363,1984,Duplicate Order,Delivered
20365,1108,Quality Issues,Received
20402,1514,Defective,Delivered
20406,109,Damaged,Not Accepted
20413,935,Found a Better Price,Not Accepted
20450,509,Quality Issues,Not Accepted
20489,365,Damaged,Received
20493,99,Damaged,Not Accepted
20494,1036,Wrong Item,Delivered
20497,22,Damaged,Not Accepted
20504,1309,Not as Expected,Registered
20505,1223,Quality Issues,Not Accepted
20511,1940,Too Expensive,Delivered
20519,1575,Size/Fit Issues,Not Accepted
20521,1753,Duplicate Order,Not Accepted
20524,1949,Defective,Not Accepted
20525,12,Quality Issues,Delivered
20529,1658,Defective,Delivered
20540,1894,Wrong Item,Not Accepted
20569,1925,Quality Issues,Sent
20575,264,Damaged,Delivered
20589,1798,Defective,Received
20602,1905,Size/Fit Issues,Received
20607,1435,Not as Expected,Not Accepted
20608,851,Wrong Item,Not Accepted
20620,1711,Found a Better Price,Delivered
20621,1059,Damaged,Delivered
20634,88,Too Expensive,Not Accepted
20637,1757,Not as Expected,Registered
20640,42,Quality Issues,Not Accepted
20646,426,Damaged,Delivered
20654,1579,Defective,Not Accepted
20666,95,Defective,Not Accepted
20675,1819,Changed Mind,Delivered
20697,1891,Damaged,Delivered
20709,659,Changed Mind,Received
20720,853,Damaged,Not Accepted
20723,251,Duplicate Order,Delivered
20735,100,Damaged,Not Accepted
20750,1320,Changed Mind,Delivered
20760,1600,Found a Better Price,Not Accepted
20770,687,Duplicate Order,Delivered
20773,1864,Found a Better Price,Not Accepted
20774,1491,Too Expensive,Delivered
20778,1984,Found a Better Price,Not Accepted
20781,1766,Defective,Not Accepted
20788,851,Not as Expected,Not Accepted
20792,667,Duplicate Order,Delivered
20812,1676,Defective,Not Accepted
20874,1494,Found a Better Price,Not Accepted
20879,1178,Size/Fit Issues,Not Accepted
20927,816,Defective,Not Accepted
20934,1937,Damaged,Registered
20935,1178,Size/Fit Issues,Not Accepted
20947,21,Changed Mind,Registered
20971,710,Defective,Not Accepted
20978,1842,Too Expensive,Not Accepted
20986,1438,Not as Expected,Delivered
20987,455,Found a Better Price,Registered
20990,1568,Damaged,Delivered
20992,1361,Quality Issues,Received
21004,102,Changed Mind,Not Accepted
21021,356,Quality Issues,Not Accepted
21048,164,Quality Issues,Delivered
21049,663,Quality Issues,Not Accepted
21056,1036,Changed Mind,Not Accepted
21058,784,Changed Mind,Not Accepted
21065,734,Defective,Delivered
21069,1667,Size/Fit Issues,Not Accepted
21083,1020,Too Expensive,Delivered
21090,1138,Defective,Delivered
21091,158,Changed Mind,Registered
21108,1023,Quality Issues,Received
21129,124,Too Expensive,Delivered
21140,993,Quality Issues,Delivered
21150,570,Too Expensive,Not Accepted
21152,496,Duplicate Order,Not Accepted
21159,1818,Size/Fit Issues,Not Accepted
21169,462,Quality Issues,Not Accepted
21172,788,Not as Expected,Sent
21191,800,Damaged,Delivered
21209,243,Too Expensive,Delivered
21218,1134,Quality Issues,Received
21221,679,Found a Better Price,Not Accepted
21246,676,Wrong Item,Delivered
21253,200,Duplicate Order,Registered
21258,1186,Size/Fit Issues,Delivered
21284,1493,Wrong Item,Delivered
21318,1982,Changed Mind,Not Accepted
21326,1689,Duplicate Order,Delivered
21351,579,Not as Expected,Not Accepted
21372,213,Defective,Delivered
21373,83,Found a Better Price,Sent
21394,1381,Size/Fit Issues,Not Accepted
21403,182,Quality Issues,Delivered
21406,1956,Wrong Item,Received
21408,1587,Size/Fit Issues,Delivered
21409,1858,Too Expensive,Delivered
21416,60,Found a Better Price,Delivered
21422,1201,Found a Better Price,Delivered
21425,227,Duplicate Order,Not Accepted
21435,1152,Quality Issues,Delivered
21437,8,Duplicate Order,Not Accepted
21438,975,Quality Issues,Not Accepted
21470,1871,Duplicate Order,Delivered
21474,289,Defective,Not Accepted
21488,316,Wrong Item,Not Accepted
21504,75,Quality Issues,Registered
21515,309,Too Expensive,Delivered
21531,1208,Size/Fit Issues,Delivered
21538,1130,Defective,Not Accepted
21549,375,Not as Expected,Delivered
21569,655,Duplicate Order,Delivered
21575,795,Defective,Not Accepted
21580,1813,Not as Expected,Delivered
21582,938,Not as Expected,Delivered
21583,1446,Wrong Item,Delivered
21611,1415,Changed Mind,Delivered
21616,968,Size/Fit Issues,Received
21617,796,Size/Fit Issues,Delivered
21636,1979,Defective,Sent
21640,345,Duplicate Order,Delivered
21648,925,Found a Better Price,Not Accepted
21649,323,Damaged,Not Accepted
21657,1253,Quality Issues,Delivered
21668,993,Damaged,Delivered
21669,72,Damaged,Delivered
21673,1976,Quality Issues,Delivered
21678,967,Wrong Item,Delivered
21681,1873,Changed Mind,Not Accepted
21683,1370,Too Expensive,Delivered
21684,686,Changed Mind,Received
21685,965,Changed Mind,Delivered
21687,1898,Duplicate Order,Delivered
21692,1848,Not as Expected,Delivered
21704,385,Defective,Not Accepted
21708,1556,Defective,Not Accepted
21715,1223,Duplicate Order,Delivered
21720,354,Size/Fit Issues,Delivered
21721,1929,Damaged,Not Accepted
21732,478,Changed Mind,Delivered
21752,1131,Defective,Registered
21754,583,Damaged,Delivered
21771,1171,Too Expensive,Sent
21772,659,Wrong Item,Not Accepted
21788,270,Defective,Not Accepted
21812,876,Quality Issues,Received
21817,1335,Found a Better Price,Not Accepted
21837,978,Duplicate Order,Delivered
21851,264,Defective,Not Accepted
21864,1956,Quality Issues,Not Accepted
21883,1756,Duplicate Order,Not Accepted
21885,1702,Found a Better Price,Not Accepted
21912,1586,Duplicate Order,Delivered
21919,1726,Damaged,Not Accepted
21922,938,Not as Expected,Sent
21950,1823,Changed Mind,Not Accepted
21969,738,Not as Expected,Not Accepted
21980,1133,Wrong Item,Not Accepted
21981,22,Damaged,Delivered
21984,1206,Changed Mind,Delivered
21988,1566,Changed Mind,Not Accepted
21992,1663,Too Expensive,Not Accepted
21996,984,Not as Expected,Delivered
22057,163,Damaged,Registered
22082,1991,Duplicate Order,Delivered
22084,1809,Found a Better Price,Delivered
22086,401,Defective,Delivered
22112,1666,Damaged,Delivered
22123,1634,Found a Better Price,Delivered
22131,19,Size/Fit Issues,Delivered
22160,695,Size/Fit Issues,Delivered
22166,1615,Damaged,Not Accepted
22174,1437,Too Expensive,Not Accepted
22194,169,Wrong Item,Registered
22205,1894,Found a Better Price,Not Accepted
22217,64,Damaged,Delivered
22225,467,Found a Better Price,Delivered
22234,215,Quality Issues,Sent
22244,1674,Found a Better Price,Delivered
22246,1469,Quality Issues,Delivered
22277,1169,Duplicate Order,Not Accepted
22281,1611,Changed Mind,Not Accepted
22282,262,Size/Fit Issues,Not Accepted
22283,1944,Found a Better Price,Delivered
22293,297,Damaged,Registered
22306,1500,Not as Expected,Not Accepted
22315,1417,Defective,Delivered
22343,752,Size/Fit Issues,Delivered
22357,1074,Found a Better Price,Received
22362,1285,Duplicate Order,Not Accepted
22378,1225,Duplicate Order,Not Accepted
22396,305,Wrong Item,Not Accepted
22400,1534,Found a Better Price,Not Accepted
22406,1057,Defective,Delivered
22411,1653,Quality Issues,Delivered
22425,1298,Damaged,Not Accepted
22442,1951,Defective,Not Accepted
22444,511,Changed Mind,Not Accepted
22447,1480,Found a Better Price,Received
22455,741,Damaged,Sent
22480,1474,Not as Expected,Delivered
22490,1559,Changed Mind,Not Accepted
22494,243,Damaged,Delivered
22497,230,Found a Better Price,Not Accepted
22498,1696,Size/Fit Issues,Not Accepted
22505,1212,Not as Expected,Registered
22518,1246,Size/Fit Issues,Delivered
22523,413,Defective,Not Accepted
22536,440,Quality Issues,Delivered
22538,708,Damaged,Not Accepted
22552,1728,Not as Expected,Not Accepted
22555,922,Quality Issues,Not Accepted
22561,782,Found a Better Price,Delivered
22573,413,Changed Mind,Not Accepted
22574,1501,Wrong Item,Delivered
22578,1604,Not as Expected,Delivered
22580,368,Wrong Item,Not Accepted
22599,1897,Found a Better Price,Not Accepted
22610,434,Quality Issues,Registered
22631,590,Too Expensive,Delivered
22633,1990,Changed Mind,Delivered
22645,1132,Defective,Not Accepted
22653,551,Too Expensive,Not Accepted
22657,1525,Too Expensive,Delivered
22673,1916,Duplicate Order,Not Accepted
22675,1181,Wrong Item,Not Accepted
22691,678,Size/Fit Issues,Delivered
22692,1067,Found a Better Price,Not Accepted
22701,66,Not as Expected,Not Accepted
22703,611,Found a Better Price,Not Accepted
22709,1878,Not as Expected,Delivered
22711,145,Not as Expected,Not Accepted
22725,122,Quality Issues,Not Accepted
22733,1338,Quality Issues,Not Accepted
22741,565,Too Expensive,Received
22742,1696,Found a Better Price,Not Accepted
22746,1209,Quality Issues,Delivered
22755,1826,Duplicate Order,Delivered
22807,222,Quality Issues,Not Accepted
22815,975,Wrong Item,Not Accepted
22817,809,Size/Fit Issues,Not Accepted
22819,733,Not as Expected,Delivered
22822,753,Too Expensive,Delivered
22825,1411,Wrong Item,Not Accepted
22831,530,Size/Fit Issues,Not Accepted
22845,981,Found a Better Price,Registered
22846,1815,Size/Fit Issues,Not Accepted
22851,1176,Not as Expected,Not Accepted
22857,1708,Damaged,Received
22862,1356,Found a Better Price,Delivered
22866,235,Not as Expected,Delivered
22876,519,Changed Mind,Not Accepted
22892,1741,Wrong Item,Registered
22902,1253,Found a Better Price,Delivered
22936,946,Too Expensive,Sent
22946,701,Changed Mind,Delivered
22948,1760,Found a Better Price,Sent
22968,959,Changed Mind,Received
22969,1483,Duplicate Order,Not Accepted
22982,1514,Defective,Delivered
23017,670,Changed Mind,Delivered
23025,1695,Damaged,Delivered
23031,1773,Defective,Delivered
23036,466,Changed Mind,Not Accepted
23052,970,Defective,Not Accepted
23062,937,Found a Better Price,Delivered
23063,683,Changed Mind,Not Accepted
23070,1857,Size/Fit Issues,Not Accepted
23074,472,Damaged,Delivered
23077,289,Damaged,Not Accepted
23082,573,Not as Expected,Not Accepted
23084,329,Size/Fit Issues,Not Accepted
23092,743,Wrong Item,Delivered
23122,629,Duplicate Order,Not Accepted
23149,1429,Damaged,Delivered
23157,170,Quality Issues,Registered
23167,776,Size/Fit Issues,Not Accepted
23177,1914,Defective,Delivered
23182,1108,Not as Expected,Sent
23197,268,Quality Issues,Delivered
23209,912,Wrong Item,Delivered
23239,1534,Found a Better Price,Delivered
23251,1498,Duplicate Order,Sent
23255,1537,Duplicate Order,Delivered
23262,1486,Wrong Item,Delivered
23282,1472,Size/Fit Issues,Not Accepted
23287,977,Damaged,Not Accepted
23306,1977,Wrong Item,Not Accepted
23308,1587,Found a Better Price,Delivered
23313,1796,Found a Better Price,Not Accepted
23315,1216,Damaged,Not Accepted
23321,1126,Changed Mind,Delivered
23339,1921,Too Expensive,Sent
23343,668,Wrong Item,Not Accepted
23347,743,Not as Expected,Not Accepted
23372,38,Damaged,Delivered
23373,829,Defective,Delivered
23378,1338,Damaged,Delivered
23394,859,Damaged,Not Accepted
23395,238,Changed Mind,Not Accepted
23429,1811,Damaged,Delivered
23444,505,Defective,Not Accepted
23445,1715,Not as Expected,Not Accepted
23459,1901,Size/Fit Issues,Delivered
23464,1530,Changed Mind,Not Accepted
23479,1614,Size/Fit Issues,Not Accepted
23489,655,Found a Better Price,Not Accepted
23490,1857,Not as Expected,Delivered
23497,366,Damaged,Not Accepted
23499,824,Not as Expected,Not Accepted
23509,23,Found a Better Price,Delivered
23512,365,Quality Issues,Registered
23536,1208,Duplicate Order,Received
23555,358,Found a Better Price,Delivered
23559,441,Defective,Received
23566,1873,Size/Fit Issues,Delivered
23585,1814,Duplicate Order,Delivered
23593,898,Size/Fit Issues,Delivered
23604,70,Found a Better Price,Not Accepted
23610,1077,Wrong Item,Delivered
23626,554,Wrong Item,Delivered
23631,1025,Size/Fit Issues,Delivered
23648,404,Quality Issues,Delivered
23649,1298,Quality Issues,Delivered
23653,669,Damaged,Not Accepted
23660,2000,Duplicate Order,Not Accepted
23688,87,Quality Issues,Not Accepted
23701,996,Quality Issues,Delivered
23709,1037,Too Expensive,Delivered
23712,1000,Duplicate Order,Delivered
23713,1302,Defective,Not Accepted
23715,929,Changed Mind,Delivered
23716,495,Found a Better Price,Delivered
23722,1853,Too Expensive,Not Accepted
23723,1194,Quality Issues,Not Accepted
23725,627,Too Expensive,Delivered
23732,1245,Wrong Item,Delivered
23734,1256,Quality Issues,Delivered
23737,527,Wrong Item,Registered
23746,621,Damaged,Delivered
23749,505,Damaged,Delivered
23754,880,Wrong Item,Delivered
23764,514,Changed Mind,Not Accepted
23779,1077,Defective,Not Accepted
23785,1411,Wrong Item,Delivered
23788,730,Duplicate Order,Delivered
23789,926,Quality Issues,Registered
23811,101,Wrong Item,Registered
23830,1625,Wrong Item,Registered
23856,133,Too Expensive,Delivered
23862,53,Not as Expected,Delivered
23871,1132,Found a Better Price,Not Accepted
23873,1018,Duplicate Order,Delivered
23875,188,Wrong Item,Received
23890,1756,Defective,Delivered
23893,1665,Changed Mind,Delivered
23895,1256,Damaged,Not Accepted
23903,846,Too Expensive,Delivered
23907,1006,Wrong Item,Not Accepted
23913,1833,Changed Mind,Delivered
23924,84,Found a Better Price,Not Accepted
23928,1034,Defective,Not Accepted
23945,1071,Defective,Delivered
23955,722,Quality Issues,Delivered
23978,1577,Changed Mind,Not Accepted
23998,1094,Quality Issues,Not Accepted
23999,1581,Defective,Delivered
24013,1501,Found a Better Price,Not Accepted
24024,187,Too Expensive,Delivered
24032,1410,Changed Mind,Not Accepted
24036,558,Wrong Item,Delivered
24037,1242,Wrong Item,Received
24049,18,Not as Expected,Not Accepted
24053,1928,Size/Fit Issues,Delivered
24057,136,Duplicate Order,Delivered
24060,285,Damaged,Not Accepted
24061,1080,Changed Mind,Delivered
24065,805,Defective,Not Accepted
24067,1474,Duplicate Order,Not Accepted
24105,1227,Quality Issues,Delivered
24128,1287,Defective,Not Accepted
24145,953,Not as Expected,Not Accepted
24149,1753,Damaged,Not Accepted
24153,1503,Damaged,Delivered
24156,1747,Damaged,Not Accepted
24166,2052,Too Expensive,Delivered
24189,1635,Changed Mind,Sent
24200,698,Changed Mind,Delivered
24214,1199,Damaged,Not Accepted
24224,1847,Damaged,Delivered
24225,2199,Wrong Item,Delivered
24233,511,Found a Better Price,Not Accepted
24252,758,Duplicate Order,Not Accepted
24254,705,Damaged,Delivered
24261,978,Changed Mind,Not Accepted
24286,983,Found a Better Price,Not Accepted
24308,2240,Duplicate Order,Not Accepted
24313,1628,Wrong Item,Delivered
24317,392,Quality Issues,Registered
24335,1781,Size/Fit Issues,Not Accepted
24346,989,Found a Better Price,Not Accepted
24349,2143,Found a Better Price,Not Accepted
24350,1338,Defective,Delivered
24368,1509,Found a Better Price,Delivered
24375,254,Found a Better Price,Delivered
24394,1027,Damaged,Not Accepted
24401,1255,Found a Better Price,Not Accepted
24412,2107,Duplicate Order,Not Accepted
24439,10,Wrong Item,Registered
24441,1670,Damaged,Delivered
24447,1562,Size/Fit Issues,Delivered
24453,405,Too Expensive,Delivered
24482,102,Damaged,Delivered
24483,538,Duplicate Order,Delivered
24516,1857,Defective,Sent
24519,1121,Wrong Item,Delivered
24536,1097,Not as Expected,Not Accepted
24541,448,Damaged,Not Accepted
24555,1301,Not as Expected,Not Accepted
24563,351,Size/Fit Issues,Registered
24584,255,Found a Better Price,Not Accepted
24625,1863,Defective,Delivered
24628,574,Damaged,Delivered
24633,1317,Quality Issues,Registered
24640,325,Wrong Item,Received
24642,2494,Size/Fit Issues,Registered
24649,1764,Duplicate Order,Delivered
24652,2187,Too Expensive,Delivered
24654,159,Size/Fit Issues,Delivered
24655,2159,Duplicate Order,Delivered
24666,954,Wrong Item,Delivered
24682,2074,Not as Expected,Not Accepted
24683,665,Too Expensive,Not Accepted
24687,1444,Size/Fit Issues,Not Accepted
24689,291,Wrong Item,Not Accepted
24692,917,Defective,Delivered
24734,1732,Too Expensive,Delivered
24750,2378,Duplicate Order,Delivered
24762,2690,Wrong Item,Received
24763,2117,Damaged,Delivered
24764,1394,Wrong Item,Delivered
24774,70,Size/Fit Issues,Delivered
24776,634,Size/Fit Issues,Delivered
24816,2544,Found a Better Price,Delivered
24829,503,Duplicate Order,Not Accepted
24833,1030,Found a Better Price,Delivered
24834,2188,Defective,Delivered
24872,293,Defective,Not Accepted
24884,2411,Quality Issues,Not Accepted
24893,1018,Size/Fit Issues,Delivered
24906,1405,Damaged,Delivered
24933,836,Wrong Item,Not Accepted
24935,1964,Too Expensive,Not Accepted
24944,2220,Found a Better Price,Delivered
24945,2544,Defective,Delivered
24951,2452,Found a Better Price,Not Accepted
24958,306,Quality Issues,Delivered
24971,1597,Found a Better Price,Not Accepted
24983,1819,Defective,Not Accepted
24984,342,Wrong Item,Not Accepted
25003,1867,Size/Fit Issues,Not Accepted
25022,1519,Duplicate Order,Not Accepted
25062,1656,Not as Expected,Registered
25063,92,Changed Mind,Delivered
25067,1644,Changed Mind,Not Accepted
25073,457,Wrong Item,Not Accepted
25076,2175,Damaged,Delivered
25088,1941,Changed Mind,Delivered
25097,1834,Duplicate Order,Delivered
25101,836,Size/Fit Issues,Registered
25108,483,Found a Better Price,Delivered
25112,706,Too Expensive,Delivered
25113,1378,Found a Better Price,Delivered
25118,1423,Damaged,Received
25129,489,Defective,Sent
25130,1537,Size/Fit Issues,Not Accepted
25131,685,Found a Better Price,Not Accepted
25132,1094,Too Expensive,Not Accepted
25134,1919,Duplicate Order,Sent
25146,560,Too Expensive,Not Accepted
25149,628,Changed Mind,Registered
25158,1862,Quality Issues,Sent
25170,1607,Defective,Delivered
25182,636,Too Expensive,Not Accepted
25200,2006,Quality Issues,Sent
25203,1562,Too Expensive,Delivered
25221,2790,Defective,Received
25235,2372,Duplicate Order,Received
25243,1930,Quality Issues,Not Accepted
25260,2735,Found a Better Price,Not Accepted
25262,1760,Duplicate Order,Received
25270,235,Too Expensive,Registered
25275,1938,Changed Mind,Received
25284,1510,Quality Issues,Delivered
25287,1883,Duplicate Order,Received
25288,920,Not as Expected,Not Accepted
25316,748,Defective,Not Accepted
25318,661,Not as Expected,Not Accepted
25337,2415,Duplicate Order,Received
25349,1061,Damaged,Not Accepted
25354,151,Not as Expected,Not Accepted
25360,2008,Not as Expected,Sent
25362,2219,Not as Expected,Delivered
25382,2370,Found a Better Price,Delivered
25393,180,Size/Fit Issues,Delivered
25394,2576,Too Expensive,Delivered
25398,1236,Defective,Not Accepted
25411,2360,Found a Better Price,Not Accepted
25430,360,Changed Mind,Not Accepted
25478,669,Defective,Not Accepted
25480,760,Damaged,Delivered
25486,1131,Changed Mind,Not Accepted
25488,867,Too Expensive,Sent
25493,1287,Found a Better Price,Not Accepted
25498,1078,Duplicate Order,Delivered
25499,1049,Defective,Delivered
25504,1415,Not as Expected,Delivered
25508,628,Defective,Delivered
25527,2886,Quality Issues,Delivered
25532,791,Not as Expected,Not Accepted
25536,763,Changed Mind,Delivered
25538,2353,Duplicate Order,Received
25560,1800,Too Expensive,Received
25572,1672,Damaged,Delivered
25574,629,Not as Expected,Delivered
25580,704,Damaged,Delivered
25592,1304,Damaged,Not Accepted
25616,1738,Not as Expected,Not Accepted
25623,1820,Too Expensive,Delivered
25626,2049,Not as Expected,Not Accepted
25627,1931,Too Expensive,Delivered
25630,2104,Damaged,Delivered
25666,1756,Quality Issues,Delivered
25669,953,Damaged,Not Accepted
25670,1049,Wrong Item,Not Accepted
25671,997,Defective,Delivered
25709,21,Too Expensive,Not Accepted
25713,145,Too Expensive,Delivered
25715,1872,Size/Fit Issues,Delivered
25726,2534,Quality Issues,Not Accepted
25742,916,Defective,Delivered
25743,1433,Found a Better Price,Registered
25750,1639,Size/Fit Issues,Not Accepted
25758,159,Found a Better Price,Delivered
25760,1653,Size/Fit Issues,Not Accepted
25762,2474,Wrong Item,Delivered
25766,1687,Damaged,Delivered
25775,2977,Quality Issues,Not Accepted
25778,2072,Too Expensive,Delivered
25800,1956,Wrong Item,Sent
25820,2481,Duplicate Order,Delivered
25821,2072,Wrong Item,Delivered
25829,786,Too Expensive,Received
25832,847,Too Expensive,Delivered
25836,2974,Quality Issues,Delivered
25860,1411,Wrong Item,Delivered
25862,2913,Size/Fit Issues,Not Accepted
25875,657,Not as Expected,Delivered
25877,2591,Duplicate Order,Delivered
25900,2570,Quality Issues,Not Accepted
25921,1541,Changed Mind,Not Accepted
25928,56,Not as Expected,Delivered
25931,1238,Wrong Item,Not Accepted
25935,2906,Changed Mind,Delivered
25952,538,Wrong Item,Delivered
25960,2530,Damaged,Not Accepted
25988,2968,Defective,Not Accepted
26013,2244,Duplicate Order,Not Accepted
26023,1952,Damaged,Not Accepted
26031,1456,Too Expensive,Not Accepted
26040,2183,Too Expensive,Not Accepted
26062,2617,Damaged,Not Accepted
26069,2739,Found a Better Price,Received
26070,879,Wrong Item,Not Accepted
26076,88,Damaged,Delivered
26079,1029,Size/Fit Issues,Received
26089,2131,Duplicate Order,Delivered
26093,1927,Too Expensive,Not Accepted
26094,157,Too Expensive,Registered
26100,2857,Found a Better Price,Not Accepted
26120,1200,Defective,Not Accepted
26126,835,Changed Mind,Not Accepted
26134,1276,Quality Issues,Delivered
26143,1670,Changed Mind,Not Accepted
26147,1593,Size/Fit Issues,Delivered
26153,2987,Duplicate Order,Not Accepted
26155,309,Size/Fit Issues,Delivered
26157,1167,Quality Issues,Delivered
26161,2218,Too Expensive,Not Accepted
26162,2242,Duplicate Order,Registered
26171,1159,Not as Expected,Delivered
26201,725,Changed Mind,Delivered
26234,1843,Size/Fit Issues,Registered
26240,957,Found a Better Price,Not Accepted
26241,608,Duplicate Order,Not Accepted
26251,2811,Duplicate Order,Not Accepted
26252,2823,Size/Fit Issues,Not Accepted
26254,2234,Wrong Item,Not Accepted
26256,1553,Damaged,Delivered
26257,2089,Damaged,Not Accepted
26267,41,Not as Expected,Delivered
26278,1592,Changed Mind,Not Accepted
26281,1384,Quality Issues,Delivered
26287,2992,Size/Fit Issues,Not Accepted
26288,1774,Damaged,Not Accepted
26289,2162,Wrong Item,Not Accepted
26307,950,Changed Mind,Not Accepted
26317,39,Wrong Item,Not Accepted
26334,1355,Too Expensive,Registered
26350,410,Quality Issues,Delivered
26371,24,Damaged,Not Accepted
26374,161,Not as Expected,Delivered
26380,534,Too Expensive,Not Accepted
26387,1951,Changed Mind,Not Accepted
26391,2888,Size/Fit Issues,Delivered
26401,751,Size/Fit Issues,Delivered
26414,1047,Damaged,Delivered
26428,1687,Changed Mind,Delivered
26438,292,Too Expensive,Received
26441,1728,Defective,Delivered
26453,1548,Defective,Delivered
26455,3004,Wrong Item,Delivered
26457,2508,Found a Better Price,Not Accepted
26461,2881,Too Expensive,Not Accepted
26474,301,Quality Issues,Delivered
26476,1838,Defective,Not Accepted
26483,2715,Defective,Delivered
26506,579,Found a Better Price,Not Accepted
26508,623,Found a Better Price,Delivered
26519,175,Damaged,Received
26521,2996,Changed Mind,Not Accepted
26528,344,Defective,Delivered
26537,471,Duplicate Order,Delivered
26578,135,Not as Expected,Not Accepted
26591,329,Size/Fit Issues,Sent
26593,2494,Not as Expected,Delivered
26595,2889,Duplicate Order,Not Accepted
26599,200,Too Expensive,Delivered
26607,653,Size/Fit Issues,Delivered
26614,662,Found a Better Price,Not Accepted
26621,1031,Changed Mind,Delivered
26628,2587,Defective,Delivered
26636,43,Found a Better Price,Not Accepted
26640,272,Size/Fit Issues,Not Accepted
26645,2440,Wrong Item,Delivered
26651,2585,Wrong Item,Not Accepted
26662,1262,Duplicate Order,Not Accepted
26663,2613,Quality Issues,Delivered
26664,718,Too Expensive,Not Accepted
26666,1708,Size/Fit Issues,Delivered
26677,1312,Duplicate Order,Delivered
26706,2630,Wrong Item,Not Accepted
26709,782,Defective,Delivered
26712,2330,Size/Fit Issues,Delivered
26734,1797,Duplicate Order,Not Accepted
26735,606,Damaged,Not Accepted
26749,2925,Changed Mind,Delivered
26750,2413,Quality Issues,Not Accepted
26755,1022,Size/Fit Issues,Sent
26768,554,Defective,Delivered
26807,277,Too Expensive,Delivered
26837,2085,Wrong Item,Delivered
26845,1348,Changed Mind,Not Accepted
26902,2289,Wrong Item,Delivered
26937,91,Wrong Item,Not Accepted
26948,358,Changed Mind,Delivered
26959,881,Size/Fit Issues,Not Accepted
26973,2275,Duplicate Order,Registered
26978,523,Duplicate Order,Not Accepted
27010,1643,Wrong Item,Not Accepted
27012,2139,Damaged,Delivered
27014,753,Defective,Delivered
27015,2905,Found a Better Price,Not Accepted
27022,1926,Defective,Not Accepted
27060,747,Too Expensive,Not Accepted
27065,2624,Size/Fit Issues,Not Accepted
27090,1213,Quality Issues,Delivered
27108,430,Duplicate Order,Not Accepted
27115,432,Damaged,Not Accepted
27129,2545,Size/Fit Issues,Delivered
27131,1660,Too Expensive,Not Accepted
27148,829,Changed Mind,Received
27161,2979,Defective,Delivered
27171,923,Quality Issues,Not Accepted
27176,669,Not as Expected,Delivered
27192,2864,Not as Expected,Delivered
27214,2453,Too Expensive,Delivered
27226,1418,Quality Issues,Delivered
27228,765,Quality Issues,Not Accepted
27236,1655,Too Expensive,Registered
27238,979,Defective,Delivered
27254,578,Found a Better Price,Delivered
27262,1775,Wrong Item,Not Accepted
27278,730,Changed Mind,Not Accepted
27284,2326,Found a Better Price,Not Accepted
27313,2620,Found a Better Price,Not Accepted
27321,1296,Damaged,Not Accepted
